Datetime,open,high,low,close,volume,symbol
2022-12-28 14:30:00+00:00,86.9800033569336,88.04000091552734,86.81999969482422,86.91000366210938,3459309,GOOGL
2022-12-28 15:30:00+00:00,86.9000015258789,87.08999633789062,86.25499725341797,86.44999694824219,2381359,GOOGL
2022-12-28 16:30:00+00:00,86.44499969482422,86.52999877929688,86.11000061035156,86.35150146484375,2042498,GOOGL
2022-12-28 17:30:00+00:00,86.36000061035156,87.05000305175781,86.33999633789062,86.69010162353516,2475637,GOOGL
2022-12-28 18:30:00+00:00,86.69499969482422,86.72000122070312,86.20999908447266,86.21499633789062,1626627,GOOGL
2022-12-28 19:30:00+00:00,86.21499633789062,86.41000366210938,85.97000122070312,86.01499938964844,2086518,GOOGL
2022-12-28 20:30:00+00:00,86.01499938964844,86.16999816894531,85.94000244140625,86.0,2485086,GOOGL
2022-12-29 14:30:00+00:00,86.62000274658203,87.9717025756836,86.61000061035156,87.70999908447266,4441992,GOOGL
2022-12-29 15:30:00+00:00,87.72000122070312,88.43000030517578,87.72000122070312,88.125,2992743,GOOGL
2022-12-29 16:30:00+00:00,88.12999725341797,88.77999877929688,88.12999725341797,88.70010375976562,2368009,GOOGL
2022-12-29 17:30:00+00:00,88.70999908447266,88.80999755859375,88.20999908447266,88.41999816894531,1916599,GOOGL
2022-12-29 18:30:00+00:00,88.41000366210938,88.73999786376953,88.28070068359375,88.6510009765625,1744511,GOOGL
2022-12-29 19:30:00+00:00,88.6500015258789,88.80999755859375,88.47000122070312,88.72000122070312,2131910,GOOGL
2022-12-29 20:30:00+00:00,88.71499633789062,88.84500122070312,88.33999633789062,88.41000366210938,2879064,GOOGL
2022-12-30 14:30:00+00:00,86.9800033569336,87.23999786376953,86.56999969482422,87.04499816894531,4044211,GOOGL
2022-12-30 15:30:00+00:00,87.02999877929688,87.57949829101562,86.90499877929688,87.3499984741211,2542742,GOOGL
2022-12-30 16:30:00+00:00,87.3499984741211,87.51380157470703,87.18000030517578,87.43669891357422,1717914,GOOGL
2022-12-30 17:30:00+00:00,87.43499755859375,87.51509857177734,86.69999694824219,87.0,1955612,GOOGL
2022-12-30 18:30:00+00:00,86.98899841308594,87.23999786376953,86.94000244140625,87.12999725341797,1650897,GOOGL
2022-12-30 19:30:00+00:00,87.13999938964844,87.74500274658203,87.11000061035156,87.5114974975586,2318664,GOOGL
2022-12-30 20:30:00+00:00,87.51000213623047,88.30000305175781,87.4800033569336,88.23999786376953,3679854,GOOGL
2023-01-03 14:30:00+00:00,89.58499908447266,91.05000305175781,88.61000061035156,88.98999786376953,8213969,GOOGL
2023-01-03 15:30:00+00:00,88.97000122070312,89.58000183105469,88.70999908447266,89.16999816894531,2946041,GOOGL
2023-01-03 16:30:00+00:00,89.18000030517578,89.18000030517578,88.58000183105469,88.70850372314453,2352269,GOOGL
2023-01-03 17:30:00+00:00,88.72000122070312,88.9800033569336,88.5199966430664,88.87999725341797,1759223,GOOGL
2023-01-03 18:30:00+00:00,88.875,89.37000274658203,88.8499984741211,89.27999877929688,1762414,GOOGL
2023-01-03 19:30:00+00:00,89.30000305175781,89.7300033569336,88.91000366210938,89.52999877929688,2402424,GOOGL
2023-01-03 20:30:00+00:00,89.54000091552734,89.69999694824219,88.91999816894531,89.12999725341797,3153060,GOOGL
2023-01-04 14:30:00+00:00,90.3499984741211,90.6500015258789,87.27100372314453,87.58499908447266,8093679,GOOGL
2023-01-04 15:30:00+00:00,87.58000183105469,88.37000274658203,87.29000091552734,88.37000274658203,3819108,GOOGL
2023-01-04 16:30:00+00:00,88.37000274658203,88.88999938964844,88.37000274658203,88.66000366210938,3024405,GOOGL
2023-01-04 17:30:00+00:00,88.66999816894531,88.97000122070312,87.98999786376953,88.48999786376953,2283524,GOOGL
2023-01-04 18:30:00+00:00,88.48999786376953,88.73999786376953,87.43000030517578,87.63500213623047,3203355,GOOGL
2023-01-04 19:30:00+00:00,87.62999725341797,88.30999755859375,87.48999786376953,87.70999908447266,3573690,GOOGL
2023-01-04 20:30:00+00:00,87.69999694824219,88.19999694824219,87.30999755859375,88.08000183105469,4361031,GOOGL
2023-01-05 14:30:00+00:00,87.47000122070312,87.56999969482422,86.55000305175781,86.81999969482422,6051382,GOOGL
2023-01-05 15:30:00+00:00,86.81999969482422,86.86000061035156,86.20999908447266,86.33499908447266,3347559,GOOGL
2023-01-05 16:30:00+00:00,86.33000183105469,86.87999725341797,86.12999725341797,86.52999877929688,2525873,GOOGL
2023-01-05 17:30:00+00:00,86.53500366210938,86.98999786376953,86.05999755859375,86.76349639892578,2413916,GOOGL
2023-01-05 18:30:00+00:00,86.7699966430664,86.8949966430664,86.44000244140625,86.53600311279297,1939237,GOOGL
2023-01-05 19:30:00+00:00,86.54000091552734,87.00849914550781,86.16000366210938,86.27999877929688,2423183,GOOGL
2023-01-05 20:30:00+00:00,86.29000091552734,86.43000030517578,85.9000015258789,86.19000244140625,3422105,GOOGL
2023-01-06 14:30:00+00:00,85.83999633789062,86.47000122070312,84.86000061035156,85.7699966430664,9233574,GOOGL
2023-01-06 15:30:00+00:00,85.7699966430664,86.83999633789062,85.66999816894531,86.2699966430664,5774677,GOOGL
2023-01-06 16:30:00+00:00,86.2699966430664,86.5999984741211,85.9800033569336,86.1050033569336,4565597,GOOGL
2023-01-06 17:30:00+00:00,86.11000061035156,86.2261962890625,85.58000183105469,86.19000244140625,3707521,GOOGL
2023-01-06 18:30:00+00:00,86.19000244140625,86.8499984741211,86.12999725341797,86.62999725341797,4238773,GOOGL
2023-01-06 19:30:00+00:00,86.62999725341797,87.37999725341797,86.56999969482422,87.30000305175781,3671290,GOOGL
2023-01-06 20:30:00+00:00,87.30000305175781,87.69000244140625,87.13999938964844,87.33000183105469,4607362,GOOGL
2023-01-09 14:30:00+00:00,88.36000061035156,89.45999908447266,88.11000061035156,89.11000061035156,6319756,GOOGL
2023-01-09 15:30:00+00:00,89.11000061035156,89.9000015258789,89.04000091552734,89.80999755859375,4409652,GOOGL
2023-01-09 16:30:00+00:00,89.80999755859375,89.9000015258789,89.5999984741211,89.89800262451172,3137772,GOOGL
2023-01-09 17:30:00+00:00,89.88999938964844,90.05000305175781,89.55000305175781,89.94000244140625,2464135,GOOGL
2023-01-09 18:30:00+00:00,89.94999694824219,89.95500183105469,88.95999908447266,89.01200103759766,2662172,GOOGL
2023-01-09 19:30:00+00:00,89.0199966430664,89.05000305175781,88.18000030517578,88.26349639892578,2722617,GOOGL
2023-01-09 20:30:00+00:00,88.26499938964844,88.31500244140625,87.86000061035156,88.05000305175781,3525768,GOOGL
2023-01-10 14:30:00+00:00,85.9800033569336,88.66999816894531,85.83000183105469,87.7936019897461,10153148,GOOGL
2023-01-10 15:30:00+00:00,87.79000091552734,88.4800033569336,86.91000366210938,88.05000305175781,4384305,GOOGL
2023-01-10 16:30:00+00:00,88.04000091552734,88.2699966430664,87.63999938964844,88.125,1951629,GOOGL
2023-01-10 17:30:00+00:00,88.12000274658203,88.53500366210938,88.09500122070312,88.30000305175781,1577857,GOOGL
2023-01-10 18:30:00+00:00,88.30000305175781,88.41999816894531,88.03350067138672,88.2750015258789,1513924,GOOGL
2023-01-10 19:30:00+00:00,88.2750015258789,88.37000274658203,87.86689758300781,88.11000061035156,2017378,GOOGL
2023-01-10 20:30:00+00:00,88.11499786376953,88.44999694824219,88.08000183105469,88.44999694824219,2333378,GOOGL
2023-01-11 14:30:00+00:00,89.18000030517578,90.38999938964844,89.01000213623047,90.37460327148438,6696502,GOOGL
